library_id,rm_id,input_ng,enrich_kit,preparation_kit,fragment_method,fragment_selection,fragment_range,pcr_cycle,preparation_date,spike_in,qc_concentration,qc_size,preparation_method,experiment,batch,stranded,preparation_site
library_Quartet_RNA_ILM_NovaSeq_RiboZero_FDU_SampleB_2_20190710,Sample B,,Ribo-Zeroâ„?Magnetic Kit(Human/Mouse/Rat),VAHTS mRNA-seq v2 Library Prep Kit for Illumina,,,,,2018/10/20,ERCC Mix 2,,,RiboDepletion,Quartet_RNA,,,FDU
library_Quartet_RNA_ILM_NovaSeq_RiboZero_FDU_SampleB_2_20190816,Sample B,,,,,,,,NA,,,,RiboDepletion,Quartet_RNA,,,FDU
library_Quartet_RNA_ILM_NovaSeq_RiboZero_FDU_SampleB_2_20200205,Sample B,,TruSeq Stranded Total RNA Library Prep Gold,VAHTSTM Total RNA-seq (H/M/R)Library Prep Kit for Illumina,,,,,2019/3/6,,,,RiboDepletion,Quartet_RNA,,,FDU
library_Quartet_RNA_ILM_NovaSeq_RiboZero_FDU_SampleB_3_20190710,Sample B,,Ribo-Zeroâ„?Magnetic Kit(Human/Mouse/Rat),VAHTS mRNA-seq v2 Library Prep Kit for Illumina,,,,,2018/10/20,ERCC Mix 2,,,RiboDepletion,Quartet_RNA,,,FDU
library_Quartet_RNA_ILM_NovaSeq_RiboZero_FDU_SampleB_3_20190816,Sample B,,,,,,,,NA,,,,RiboDepletion,Quartet_RNA,,,FDU
library_Quartet_RNA_ILM_NovaSeq_RiboZero_FDU_SampleB_3_20200205,Sample B,,TruSeq Stranded Total RNA Library Prep Gold,VAHTSTM Total RNA-seq (H/M/R)Library Prep Kit for Illumina,,,,,2019/3/6,,,,RiboDepletion,Quartet_RNA,,,FDU
library_Quartet_RNA_ILM_NovaSeq_RiboZero_FDU_SampleB_4_20200205,Sample B,,TruSeq Stranded Total RNA Library Prep Gold,VAHTSTM Total RNA-seq (H/M/R)Library Prep Kit for Illumina,,,,,2019/3/6,,,,RiboDepletion,Quartet_RNA,,,FDU
library_Quartet_RNA_ILM_NovaSeq_RiboZero_FDU_SampleB_5_20200205,Sample B,,TruSeq Stranded Total RNA Library Prep Gold,VAHTSTM Total RNA-seq (H/M/R)Library Prep Kit for Illumina,,,,,2019/3/6,,,,RiboDepletion,Quartet_RNA,,,FDU
library_Quartet_RNA_ILM_NovaSeq_RiboZero_VAZ_SampleA_1_20200612,Sample A,,,,,,,,NA,,,,RiboDepletion,Quartet_RNA,,,VAZ
library_Quartet_RNA_ILM_NovaSeq_RiboZero_VAZ_SampleA_2_20200612,Sample A,,,,,,,,NA,,,,RiboDepletion,Quartet_RNA,,,VAZ
library_Quartet_RNA_ILM_NovaSeq_RiboZero_VAZ_SampleA_3_20200612,Sample A,,,,,,,,NA,,,,RiboDepletion,Quartet_RNA,,,VAZ
library_Quartet_RNA_ILM_NovaSeq_RiboZero_VAZ_SampleB_1_20200612,Sample B,,,,,,,,NA,,,,RiboDepletion,Quartet_RNA,,,VAZ
library_Quartet_RNA_ILM_NovaSeq_RiboZero_VAZ_SampleB_2_20200612,Sample B,,,,,,,,NA,,,,RiboDepletion,Quartet_RNA,,,VAZ
library_Quartet_RNA_ILM_NovaSeq_RiboZero_VAZ_SampleB_3_20200612,Sample B,,,,,,,,NA,,,,RiboDepletion,Quartet_RNA,,,VAZ
library_Quartet_RNA_ILM_NovaSeq_RiboZero_WUX_SampleA_1_20180928,Sample A,,,,,,,,NA,,,,RiboDepletion,Quartet_RNA,,,WUX
library_Quartet_RNA_ILM_NovaSeq_RiboZero_WUX_SampleA_1_20200901,Sample A,,,,,,,,NA,,,,RiboDepletion,Quartet_RNA,,,WUX
library_Quartet_RNA_ILM_NovaSeq_RiboZero_WUX_SampleA_2_20180928,Sample A,,,,,,,,NA,,,,RiboDepletion,Quartet_RNA,,,WUX
library_Quartet_RNA_ILM_NovaSeq_RiboZero_WUX_SampleA_2_20200901,Sample A,,,,,,,,NA,,,,RiboDepletion,Quartet_RNA,,,WUX
library_Quartet_RNA_ILM_NovaSeq_RiboZero_WUX_SampleA_3_20180928,Sample A,,,,,,,,NA,,,,RiboDepletion,Quartet_RNA,,,WUX
library_Quartet_RNA_ILM_NovaSeq_RiboZero_WUX_SampleA_3_20200901,Sample A,,,,,,,,NA,,,,RiboDepletion,Quartet_RNA,,,WUX
library_Quartet_RNA_ILM_NovaSeq_RiboZero_WUX_SampleB_1_20180928,Sample B,,,,,,,,NA,,,,RiboDepletion,Quartet_RNA,,,WUX
library_Quartet_RNA_ILM_NovaSeq_RiboZero_WUX_SampleB_1_20200901,Sample B,,,,,,,,NA,,,,RiboDepletion,Quartet_RNA,,,WUX
library_Quartet_RNA_ILM_NovaSeq_RiboZero_WUX_SampleB_2_20180928,Sample B,,,,,,,,NA,,,,RiboDepletion,Quartet_RNA,,,WUX
library_Quartet_RNA_ILM_NovaSeq_RiboZero_WUX_SampleB_2_20200901,Sample B,,,,,,,,NA,,,,RiboDepletion,Quartet_RNA,,,WUX
library_Quartet_RNA_ILM_NovaSeq_RiboZero_WUX_SampleB_3_20180928,Sample B,,,,,,,,NA,,,,RiboDepletion,Quartet_RNA,,,WUX
library_Quartet_RNA_ILM_NovaSeq_RiboZero_WUX_SampleB_3_20200901,Sample B,,,,,,,,NA,,,,RiboDepletion,Quartet_RNA,,,WUX
