datafile_id,file_name,sequencing_id,submitter_id,data_type,data_category,data_format,file_size,md5sum,file_path,node
SEQC_ILM_AGR_A_1_L02_ATCACG_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_1_L02_ATCACG_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158376,GSE47774,Unaligned Reads,RNA-seq,FASTQ,827160807 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_1_L02_ATCACG_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_2_L02_ACAGTG_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_2_L02_ACAGTG_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158392,GSE47774,Unaligned Reads,RNA-seq,FASTQ,871000872 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_2_L02_ACAGTG_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_3_L02_GATCAG_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_3_L02_GATCAG_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158408,GSE47774,Unaligned Reads,RNA-seq,FASTQ,758233965 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_3_L02_GATCAG_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_4_L02_AGTCAA_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_4_L02_AGTCAA_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158424,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1067617439 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_4_L02_AGTCAA_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_1_L03_ATCACG_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_A_1_L03_ATCACG_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158377,GSE47774,Unaligned Reads,RNA-seq,FASTQ,793809901 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_1_L03_ATCACG_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_2_L03_ACAGTG_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_A_2_L03_ACAGTG_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158393,GSE47774,Unaligned Reads,RNA-seq,FASTQ,856193536 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_2_L03_ACAGTG_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_3_L03_GATCAG_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_A_3_L03_GATCAG_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158409,GSE47774,Unaligned Reads,RNA-seq,FASTQ,735893175 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_3_L03_GATCAG_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_4_L03_AGTCAA_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_A_4_L03_AGTCAA_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158425,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1045675973 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_4_L03_AGTCAA_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_1_L03_ATCACG_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_1_L03_ATCACG_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158378,GSE47774,Unaligned Reads,RNA-seq,FASTQ,816162410 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_1_L03_ATCACG_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_2_L03_ACAGTG_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_2_L03_ACAGTG_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158394,GSE47774,Unaligned Reads,RNA-seq,FASTQ,859209767 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_2_L03_ACAGTG_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_3_L03_GATCAG_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_3_L03_GATCAG_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158410,GSE47774,Unaligned Reads,RNA-seq,FASTQ,748637510 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_3_L03_GATCAG_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_4_L03_AGTCAA_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_4_L03_AGTCAA_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158426,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1053760475 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_4_L03_AGTCAA_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_1_L04_ATCACG_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_A_1_L04_ATCACG_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158379,GSE47774,Unaligned Reads,RNA-seq,FASTQ,788886441 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_1_L04_ATCACG_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_2_L04_ACAGTG_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_A_2_L04_ACAGTG_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158395,GSE47774,Unaligned Reads,RNA-seq,FASTQ,849430983 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_2_L04_ACAGTG_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_3_L04_GATCAG_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_A_3_L04_GATCAG_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158411,GSE47774,Unaligned Reads,RNA-seq,FASTQ,731596692 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_3_L04_GATCAG_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_4_L04_AGTCAA_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_A_4_L04_AGTCAA_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158427,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1035222864 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_4_L04_AGTCAA_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_1_L04_ATCACG_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_1_L04_ATCACG_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158380,GSE47774,Unaligned Reads,RNA-seq,FASTQ,816319117 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_1_L04_ATCACG_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_2_L04_ACAGTG_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_2_L04_ACAGTG_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158396,GSE47774,Unaligned Reads,RNA-seq,FASTQ,859658029 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_2_L04_ACAGTG_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_3_L04_GATCAG_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_3_L04_GATCAG_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158412,GSE47774,Unaligned Reads,RNA-seq,FASTQ,751121020 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_3_L04_GATCAG_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_4_L04_AGTCAA_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_4_L04_AGTCAA_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158428,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1052704153 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_4_L04_AGTCAA_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_1_L05_ATCACG_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_A_1_L05_ATCACG_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158381,GSE47774,Unaligned Reads,RNA-seq,FASTQ,793056754 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_1_L05_ATCACG_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_2_L05_ACAGTG_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_A_2_L05_ACAGTG_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158397,GSE47774,Unaligned Reads,RNA-seq,FASTQ,854277602 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_2_L05_ACAGTG_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_3_L05_GATCAG_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_A_3_L05_GATCAG_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158413,GSE47774,Unaligned Reads,RNA-seq,FASTQ,736052335 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_3_L05_GATCAG_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_4_L05_AGTCAA_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_A_4_L05_AGTCAA_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158429,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1041524631 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_4_L05_AGTCAA_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_1_L05_ATCACG_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_1_L05_ATCACG_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158382,GSE47774,Unaligned Reads,RNA-seq,FASTQ,811345621 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_1_L05_ATCACG_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_2_L05_ACAGTG_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_2_L05_ACAGTG_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158398,GSE47774,Unaligned Reads,RNA-seq,FASTQ,853772941 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_2_L05_ACAGTG_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_3_L05_GATCAG_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_3_L05_GATCAG_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158414,GSE47774,Unaligned Reads,RNA-seq,FASTQ,746532123 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_3_L05_GATCAG_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_4_L05_AGTCAA_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_4_L05_AGTCAA_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158430,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1047024856 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_4_L05_AGTCAA_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_1_L06_ATCACG_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_A_1_L06_ATCACG_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158383,GSE47774,Unaligned Reads,RNA-seq,FASTQ,822183101 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_1_L06_ATCACG_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_2_L06_ACAGTG_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_A_2_L06_ACAGTG_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158399,GSE47774,Unaligned Reads,RNA-seq,FASTQ,886651608 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_2_L06_ACAGTG_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_3_L06_GATCAG_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_A_3_L06_GATCAG_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158415,GSE47774,Unaligned Reads,RNA-seq,FASTQ,762162211 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_3_L06_GATCAG_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_4_L06_AGTCAA_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_A_4_L06_AGTCAA_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158431,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1080751008 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_4_L06_AGTCAA_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_1_L06_ATCACG_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_1_L06_ATCACG_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158384,GSE47774,Unaligned Reads,RNA-seq,FASTQ,829108800 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_1_L06_ATCACG_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_2_L06_ACAGTG_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_2_L06_ACAGTG_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158400,GSE47774,Unaligned Reads,RNA-seq,FASTQ,872846798 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_2_L06_ACAGTG_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_3_L06_GATCAG_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_3_L06_GATCAG_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158416,GSE47774,Unaligned Reads,RNA-seq,FASTQ,760821296 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_3_L06_GATCAG_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_4_L06_AGTCAA_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_4_L06_AGTCAA_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158432,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1070359294 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_4_L06_AGTCAA_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_1_L07_ATCACG_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_A_1_L07_ATCACG_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158385,GSE47774,Unaligned Reads,RNA-seq,FASTQ,802302017 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_1_L07_ATCACG_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_2_L07_ACAGTG_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_A_2_L07_ACAGTG_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158401,GSE47774,Unaligned Reads,RNA-seq,FASTQ,864511241 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_2_L07_ACAGTG_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_3_L07_GATCAG_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_A_3_L07_GATCAG_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158417,GSE47774,Unaligned Reads,RNA-seq,FASTQ,743257304 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_3_L07_GATCAG_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_4_L07_AGTCAA_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_A_4_L07_AGTCAA_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158433,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1055035537 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_4_L07_AGTCAA_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_1_L07_ATCACG_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_1_L07_ATCACG_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158386,GSE47774,Unaligned Reads,RNA-seq,FASTQ,819668768 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_1_L07_ATCACG_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_2_L07_ACAGTG_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_2_L07_ACAGTG_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158402,GSE47774,Unaligned Reads,RNA-seq,FASTQ,864020703 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_2_L07_ACAGTG_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_3_L07_GATCAG_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_3_L07_GATCAG_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158418,GSE47774,Unaligned Reads,RNA-seq,FASTQ,753649683 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_3_L07_GATCAG_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_4_L07_AGTCAA_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_4_L07_AGTCAA_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158434,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1057521881 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_4_L07_AGTCAA_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_1_L08_ATCACG_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_A_1_L08_ATCACG_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158387,GSE47774,Unaligned Reads,RNA-seq,FASTQ,804745346 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_1_L08_ATCACG_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_2_L08_ACAGTG_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_A_2_L08_ACAGTG_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158403,GSE47774,Unaligned Reads,RNA-seq,FASTQ,866770763 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_2_L08_ACAGTG_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_3_L08_GATCAG_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_A_3_L08_GATCAG_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158419,GSE47774,Unaligned Reads,RNA-seq,FASTQ,746505306 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_3_L08_GATCAG_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_4_L08_AGTCAA_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_A_4_L08_AGTCAA_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158435,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1055900001 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_4_L08_AGTCAA_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_1_L08_ATCACG_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_1_L08_ATCACG_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158388,GSE47774,Unaligned Reads,RNA-seq,FASTQ,829054939 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_1_L08_ATCACG_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_2_L08_ACAGTG_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_2_L08_ACAGTG_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158404,GSE47774,Unaligned Reads,RNA-seq,FASTQ,873193130 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_2_L08_ACAGTG_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_3_L08_GATCAG_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_3_L08_GATCAG_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158420,GSE47774,Unaligned Reads,RNA-seq,FASTQ,763007980 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_3_L08_GATCAG_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_A_4_L08_AGTCAA_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_A_4_L08_AGTCAA_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158436,GSE47774,Unaligned Reads,RNA-seq,FASTQ,1068643592 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_A_4_L08_AGTCAA_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_B_1_L01_CGATGT_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_B_1_L01_CGATGT_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158437,GSE47774,Unaligned Reads,RNA-seq,FASTQ,898493225 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_B_1_L01_CGATGT_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_B_2_L01_GCCAAT_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_B_2_L01_GCCAAT_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158453,GSE47774,Unaligned Reads,RNA-seq,FASTQ,997654846 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_B_2_L01_GCCAAT_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_B_3_L01_TAGCTT_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_B_3_L01_TAGCTT_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158469,GSE47774,Unaligned Reads,RNA-seq,FASTQ,893615440 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_B_3_L01_TAGCTT_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_B_4_L01_AGTTCC_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_B_4_L01_AGTTCC_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158485,GSE47774,Unaligned Reads,RNA-seq,FASTQ,832421387 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_B_4_L01_AGTTCC_AC0C1TACXX_R1.fastq.gz,
SEQC_ILM_AGR_B_1_L01_CGATGT_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_B_1_L01_CGATGT_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158438,GSE47774,Unaligned Reads,RNA-seq,FASTQ,905138109 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_B_1_L01_CGATGT_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_B_2_L01_GCCAAT_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_B_2_L01_GCCAAT_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158454,GSE47774,Unaligned Reads,RNA-seq,FASTQ,971860789 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_B_2_L01_GCCAAT_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_B_3_L01_TAGCTT_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_B_3_L01_TAGCTT_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158470,GSE47774,Unaligned Reads,RNA-seq,FASTQ,901140003 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_B_3_L01_TAGCTT_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_B_4_L01_AGTTCC_BD0J2JACXX_R1.fastq.gz,SEQC_ILM_AGR_B_4_L01_AGTTCC_BD0J2JACXX_R1.fastq.gz,sequence_GSM1158486,GSE47774,Unaligned Reads,RNA-seq,FASTQ,846099915 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_B_4_L01_AGTTCC_BD0J2JACXX_R1.fastq.gz,
SEQC_ILM_AGR_B_1_L02_CGATGT_AC0C1TACXX_R1.fastq.gz,SEQC_ILM_AGR_B_1_L02_CGATGT_AC0C1TACXX_R1.fastq.gz,sequence_GSM1158439,GSE47774,Unaligned Reads,RNA-seq,FASTQ,886580319 ,NA,oss://pgx-source-data/SampleAB/rawdata/published/GSE47774/ILM/AGR/SEQC_ILM_AGR_B_1_L02_CGATGT_AC0C1TACXX_R1.fastq.gz,
